 @中国银联 为大家带来了云闪付开学大礼包，快来领取吧!O网页链接你好，新生 新青年2020开学季乐队演唱会 青年乐队第三波来啦~他们就是 @中国石油大学华东 的Young乐队、@天津外国语大学 的MIT 器乐社、@内蒙古工业大学 的冰焱乐队、青年歌手 @胡夏、中国海外留学生乐队的 @TFBOYS-王源 和 @广西民族大学 的民族合唱团！让我们一起期待吧！	1
 浙江理工大学 对于浙江理工大学封闭，但是老师、职工以及留学生可以拥有通行_随意进出各位怎么看的呢 _	0
 天津城建大学封闭管理那么怕死就别他妈让留学生和教职工出学校啊 _	0
 只能无语！//@_病://@卧龙岗鹰眼观察nycxq001://@易卜拉欣-老回回://@清宁日月v://@护校虫且请对号入座:洋大人每晚都在自己的豪华单人宿舍日夜操劳，第二天还能去上课实在是太不容易了，当然要多发奖学金咯@疫苗与科学 江苏师范大学的外国留学生太幸福了只要不翘课，只要所有课都及格，就可以拿奖学金呢，而且名额是无限的陶医生想问：这是谁的国？ _ 	0
 大连海事大学一周只能预约两次洗澡留学生和许多私家车自由出入学校，出校问题是不是也得治一治了，这又不是__学生才会得的病，就xxxx与x不得出校呗？？ _	0
 四川轻化工大学 留学生搬迁。为什么这么多冰箱啊！ _ 	0
 cnm 一爱克斯欧粉丝怎么这么n我首页就是大粉的人才聚集地好吗？。到现在为止发现了北京大学的姐姐 复旦大学的姐姐？（也就比我大一岁北京师范大学的姐姐数不清的留学生对没错！就是每天追起星来疯批的那种 _	1
 夏天太美好了，我想请它吃西瓜 ____。我在我为母校赢西瓜活动中pick了@河南财经政法大学 ！你一票我一票，10吨西瓜送学校；你不投我不投，吃瓜何时能自由？小伙伴们快来戳链接O我为母校赢西瓜 参与开学季活动吧 ____！@我不跟你们玩儿了 @敲爱珍的彩虹九妹 @老毛子哼哼哼	1
 郑州身边事 【海外学子的中国心！12国留学生拍视频祝中国老师们教师节快乐】9月10日，郑州西亚斯学院老师们收到12个国家留学生们发来的教师节视频，毕业生和在校生用中文齐祝老师们“节日快乐，恭喜发财”。老师称：很惊喜！没想到好多毕业了的学生还记着中国的老师，欢迎他们常回家看看！@郑州同城 L千里眼河南的微博视频	1
 其实，好与不好你都比不上外国留学生，留学生住宿条件好一直都存在中国各大高校，不管是清华北大这样的一流大学还是某些985高校，留学生的住宿环境的的确确要比中国学生好。比如中国大学生一般都是4-6人一个宿舍，而且部分宿舍可能会更多，但是留学生一般都是两人一个宿舍。其他的诸如热水、网络和娱乐设施建设，留学生也都好太多。教育部每年拿出大笔资金吸引外国留学生，针对来自非洲等不发达国家的留学生甚至给予更优惠的政策。不但不需要缴纳学费，甚至奖学金也很多，在中国一年下来差不多就像免费读大学。这个情况谁都别否认，随便找几个外国留学生问问就知道，某些大学和有关部门也别着急甩锅，这事情我知道不怪你们，只怪我们知道太多。 O福建农林大学旗山校区的宿舍怎么样?	0
 1978年到2015年间，加州硅谷吸收了20000名清华大学毕业生，都是极其优秀的人才呀，让人痛心。现在要感谢老金毛子的排华政策，使太多太多的清华学子选择了在国内发展。黎叔说的对:21世纪什么最宝贵，人才！ L凯撒复活的微博视频 _	0
 文亮专升本淄博职业学院@雅思口语控 记性越来越差？40个增强记忆的方法转需！留学生修养精华 ____ 	1
 辽宁大学辽宁大学封校 听说留学生自由进出是不是 _	0
 &xe627;四川轻化工大学团长今天带大家实地考察一下留学生公寓和教师公寓！据说， 教师和留学生住同一栋楼！ L四川轻化工帮帮团的微博视频 _	0
 东华大学东华大学洋大人住的好学但他们住宿费也交的多，校领导在解决宿舍问题的时候难道没想过这一部分交和我们同样的钱却住进留学生宿舍会引起什么后果？电冰箱和独浴没有也行，但我想住空间大一点的三人间双人间用独卫啊。 LSteeeveRogers的微博视频 _	0
 终于有人说了… 八宿如果是公主楼，那我们就是贫民窟了吧，交着全校最贵的学费让我们住最烂的宿舍？留学生和人文就是人上人呗？理解校区小，但最起码翻新一下吧，比本科差的不止一点半点我真的难以接受@东华大学@学生行为大赏 东华大学宿舍安排大赏：同样的住宿费，住宿环境却天壤之别…东华大学东华大学 _ 	0
 小A的留学生活分享 ___同济大学中德双学位汽车方向本科德法边境城市应用科技大学传感器领域研究小硕_【留学分享】是什么让我一步一步去往德国并爱上它________我的留德轨迹_我的留学动机_德国的教育_留学德国的就业_我眼中的德国_你的选择出国留学_ 德国留学 	1
 干脆点儿，山东大学只招非洲留学生吧——不是黑人不要。名称也可以改成“中国山东非洲黑人国际大学”！@阿三印象有个女网友说：我可不愿意把自己闺女往火坑里推！ _	0
 @江苏师范大学 垃圾//@龙玄玉://@护校虫且请对号入座:洋大人每晚都在自己的豪华单人宿舍日夜操劳，第二天还能去上课实在是太不容易了，当然要多发奖学金咯@疫苗与科学 江苏师范大学的外国留学生太幸福了只要不翘课，只要所有课都及格，就可以拿奖学金呢，而且名额是无限的陶医生想问：这是谁的国？ _ 	0
 不让点外卖 不让取快递 把控食堂超市全部涨价 就连泡面都从2.5涨价到5块 食堂用馊了得饭菜卖出高价请问你们良心痛不痛 把本科生当成猪喂养 教师自由出入 教师子女自由出入 校领导自由出入 留学生出入自由 校领导双标欺软怕硬关着本科生就能阻断病毒？ 病毒虽然可怕 但是更可怕的难道不是校领导腐烂？@晋江美人本心 西华师范大学 _西华师范大学食堂吃出虫子 _外卖不健康 _漫天要价的超市_ ？请问这就是你们说的外卖不健康？食堂丰富？真的好丰富不能出现不同的声音，出现了就“滚回去复读警告”_ _ 	0
 【快讯！成都理工大学宜宾校区刚刚揭牌】9月9日上午11点，成都理工大学宜宾校区开校仪式举行。标志着成都理工大学宜宾校区正式落成。据悉，成都理工大学宜宾校区位于临港经济技术开发区，占地面积1000亩，校区规划建筑面积37万平方米，其中一期建设有图书馆、教学楼、基础实验楼、综合实验楼、学生公寓、食堂、风雨操场、行政楼等共计23万平方米。成都理工大学宜宾校区招收和培养学生类别为本科生、研究生和留学生，通过四到五年时间，校区达到10000人办学规模。今年招生的11个办学专业拥有17个硕士点、5个博士点和1个博士后流动站。（宜宾新闻网 潘一豪） 	0
 北京大学北京大学1日迎来4326名2020级本科新生。其中包括港澳台学生89人，留学生400余人，留学生占比超过10%。来自中新北社消息 _	1
 小A的留学生活分享 ___KIT机械工程硕士北京化工大学过程装备与控制工程学士_【留学生活】它是德国MIT 你确定不要考虑考虑？________专业相关体验_校园生活体验_校外生活体验_求职经历或职业发展出国留学留学_ 德国留学 _ 	1
 重庆邮电大学封闭管理重邮这个垃圾学校，出来看个病就因为出来了再出去又得重新请假 我还得在外面住酒店 过生日也得让我待在学校 对待留学生 对待研究生 博士生 就他妈特殊对待 我们本科生不能够拥有被平等对待的权利？草 _	0
 清华大学进入世界排名前20多所中国大学世界排名大幅提升 靠发钱给洋垃圾刷排名，你教育部还很骄傲？ _	0
 北京语言大学 （网络教育）高起专 专升本 高起本不收北上广深 稳妥录取！北京语言大学（北语，Beijing Language and Culture University），于1962年创办，坐落于北京市，是中国唯一一所以对来华留学生进行汉语、中华文化教育为主要任务的国际型大学，素有“小联合国”之称，由中国教育部直属，入选国家建设高水平大学公派研究生项目、特色重点学科项目、教育部来华留学示范基地、中国政府奖学金来华留学生接收院校。北京语言大学北京语言大学网络网络教育语言 	1
 高校新闻头条【，老师惊喜又感动】9月10日，郑州西亚斯学院的老师们收到来自12个国家留学生的祝福视频。视频中他们用中文齐祝老师节日快乐。老师称，惊喜又感动，其他老师看了也动力十足，称没想到毕业生也还记着中国老师，欢迎他们常回家看看。 L高校头条新闻的微博视频 _	1
 临近开学，随着学生们开始计划来英事宜，各类围绕留学生的诈骗事件也越来越频繁。最近，发生了几起关于中国留学生提交学费的诈骗案件，利物浦大学@英国利物浦大学 希望学联向大家提醒注意学费骗局，并发来了来自英国银行卡和付款犯罪专业部门（Dedicated Card and Payment Crime Unit）的详细官方中文说明和建议。@英国利物浦大学 @西交利物浦大学 利物浦大学 利物浦中国学联 	0
 岭南师范学院国庆放假安排为防疫着想？给我们扣帽子？问题现在这样做，我也没看到有什么防疫效果留学生教职工自由进出，高中生来这打球？？？ _ 	0
 经专家评审和公示，文化和旅游部、国家发展改革委日前决定将宜兴市西渚镇白塔村等680个乡村列入第二批全国乡村旅游重点村名录，无锡地区的江阴市华士镇华西新市村、滨湖区那山街道群丰社区同时上榜。@宜兴月报 宜兴白塔村，美丽天空下。看看，江南大学一批外国留学生在白塔村参观。万正初摄 _ 	1
//@统招非全日制研究生每日关注:【“非全”初试分更高！@法学数据实验室统计985院校法学硕士，非全日制平均分已经高于全日制！】【问问xx部，你是非什么？来学某某部，非言非语说起来】微博热搜教育部回应非全硕士受歧视//@安静滴笨笨:产学结合非全日制研究生是未来趋势！@法学数据实验室试举一例：北京理工大学法律硕士（法学）的全日制与非全日制【红色为均值】不同层次学校不同专业情况不同，一棒子打死有啥用教育部回应非全硕士受歧视_	1
 外国留学生学伴制度并非山东大学的发明，国内很多高校都有，世界很多高校也都有，以色列也有；中国女性迷恋外国人，更不是高校女生一个群体的事情，而是一个跨阶层跨年龄层的普遍现象。这些事情上，山东大学不过是个替罪羊，受到这种规模的攻击是不公平的。 _	0
 广西大学回应女生安全攻略 学校学生素质有待提高，不进学校随你怎么穿；NnS2IeaQmb8抖音广西大学说女生穿吊带是低等行为，不配拥有高等教育，你广西大学问过大学教育界的一哥哈佛牛津这些世界一流大学了吗？他们校园穿吊带的大学生还不少呢？哈佛牛津招的就不是在受高等教育的女大学生了？哈佛牛津里面可还不少中国女留学生呢	0
9月11日，记者从广东4所中外（含内地与港澳台）合作大学了解到，经教育部批准，香港中文大学（深圳）、北京师范大学-香港浸会大学联合国际学院、广东以色列理工学院、深圳北理莫斯科大学都启动新一批自主招生计划。O准留学生出境未能成行？出路来了！广东这4所大学可申请就读_	1
 乐山师范学院 封闭管理没问题，我们的问题一直都是为什么封闭只封闭学生，保安只拦学生，对于非学生的所有团体保安一句也不管，并且当着学生的面就走出校门，质问保安为什么只有学生不能出入，保安说他的职责就是拦住学生外出。所以这世上只有学生会被感染或者携带病毒？那如果真的出事了谁又负责？毕竟学生一直被你们拦在学校，那到底又是谁的责任，我们不是需要形式上的封闭，以及从疫情开始学校的各种骚操作就已经让学生很不满了，不许学生回校，不许学生回乐山，对于扣掉的住宿管理费没有一个合理的解释，甚至还给在校的留学生发红包，这些已经让学生很不满了，不会真的有人认为学校只需要做好表面形式就能获得更好的名声吧？（我只想说，20级的师弟师妹们快跑！	0
 西华师范大学实行封闭管理西华师范大学实行封闭管理吃相能不能不要这么难看。食堂阿姨根本就是按心情扣钱。昨天一荤一素加饭盒九块，今天一荤一素我自己带饭盒十块，同一个窗口。请问是今天多放了半袋盐吗？难道不让点外卖就是为了学校垄断经营吗，说什么外卖吃了中毒，食堂吃了食物中毒，请问你校医院开证明了吗，你们敢开证明吗？取外卖记过处分，可真是开全国高校之先河。你们想过外面送饭的那个老爷爷顶着12点半的大太阳在校门口守一个小时，只有一条警戒线，没有一个学生的滋味吗？8块钱一个的普通巧乐兹，20块钱一个撑衣杆，88一床薄棉絮，76一张的浴巾，9块8一斤的火龙果（还带蛆），不是不标价就是标价与实价不符，不给小票不准退，是觉得我们大学生的钱都是家长在风里面拿袋子装的吗？无底线薅羊毛，和韭菜真的很要脸。西华师范大学 你们敢给你们自己的孙子孙女吃带草履虫，蟑螂，塑料，青虫，头发的饭菜吗？你们敢给你们孙子孙女吃臭肉，馊饭吗？一碗猪肉白菜饺子两个味，一半馊味，一半臭味，是你们良心不会过意不去吗？你们不怕遭报应？为什么封闭管理留学生、教职工、教职工家属可以随意进出，新区车辆、校外人员来来往往，请问这难道是为了我们的健康着想吗？还是我们学生自带病毒，只有我们学生用肺呼吸，你们都是用腮？国家法定节假日国庆节、中秋节只放一天，不能出校，请问西华师范大学是要自立国度吗？西华师范大学真的很让人失望，我一直一来都认为西华师范大学是一个很好的学校，我真的很喜欢里面的一些学识渊博的老师，我真的不希望因为这件事情，给这个学校，这些好老师留下不好的影响。请学校可以有明确的措施，不要请水军乱洗，公道自在人心，恶人自有天收。@人民日报 @南充之声 @南充快资讯 @南充播报 @成都发布 @成都商报 @成都生活本地头条 @成都发布	0
 没有学生哪有教师，//@老马自奋蹄: //@皓伦王明川://@陆浑戎://@建筑教师万谦:权在手就滥用//@松鼠云无心:一帮只知道“免责”官僚，拿着“疫情期间”“遵照要求”的棒子乱挥乱舞。客观理性、担当与人文关怀，在这些“高等教育部门”里也荡然无存@头条新闻 【毕业生考四六级被要求自费隔离7天，校方：按要求执行】@河南师范大学 毕业生反映，接通知返校参加英语四六级考试，考试前需在指定酒店自费隔离7天，算下来要花费上千，成本太高。校方称，这是按照省招生办防疫要求执行的。省招办回应，防疫具体如何操作，决定权在学校。L一手Video的秒拍视频 _ 	0
 吃相难看， 昨天还从食堂吃出了一根塑料带 小卖部的工作笔记本4.5一个@四川轻化工大学后勤管理处 查看图片@四川身边事 西华师范大学封闭管理网友投稿称，西华师范大学实行封闭管理，但是教职工、留学生可以外出。此外，有学生称学校禁止叫外卖，而且在学校食堂吃出异物，校内超市疯狂涨价 标价预售价完全不符 ……西华师范大学封闭式管理对此，你怎么看西华师范大学这个规定？ _ 	0
 北京市中小学可接收外籍人员子女入学山东大学学伴事件，在到青岛检测中心外籍人员叫中国人滚出去 ，在到广州外籍打伤护士，在到山东江苏某校让本来居住六人的学生寝室加到八个腾给留学生做单间，在到外籍学子用学校补贴用来支持香港暴力，甚至某校招收反华外籍学生， _	0
 @中华兔联 @上帝之鹰_5zn 《投入5000万，建设500天！云南某高校要建留学生公寓了》云南民族大学要建留学生公寓楼了，中标金额达到了5007万元，项目周期为500天，公寓楼高10层，地下一层，净用地面积6638平方米，总建筑面积接近1.6万平方米。O网页链接 _ 	0
 所以可以自由出入的留学生和教师以及食堂阿姨 工人都没长肺吗@大学吐槽菌 西华师范大学学生对封闭管理的一些看法，主要是食堂方面的问题…西华师范大学封闭管理 ___ 	0
 夏天太美好了，我想请它吃西瓜 ____。我在我为母校赢西瓜活动中pick了@河南财经政法大学 ！你一票我一票，10吨西瓜送学校；你不投我不投，吃瓜何时能自由？小伙伴们快来戳链接O我为母校赢西瓜 参与开学季活动吧 ____！@原来是毛子璇- @KT小郭 @想做警犬小姐姐的姑娘哇	1
 山东大学这下糟了，女同学不敢去，男同学不好意思去。算了，全部名额留给黑鬼吧。 _	0
 湖大什么时候放假、锐哥按照文怡的步骤包饺子、顿时懵了~；刚刚在湖南大学听到一个同学在说！该同学说不太清楚留学生放假时间……把饺子弄出个“三毛从军记”造型！锐哥还弄了双隐形的翅膀、有个黑人留学生问他！ _	0
 山东交通学院山东交通学院 所谓的封闭管理就是教职工自由出入，留学生自由出入，中国学生不得随意出入。国庆不给放假不让回家，教育部不让一刀切搞双重标准就这？就中国大学生会生病，高中生初中生小学生都没事，都不用封闭管理。@山东交通学院 @山东省教育厅 @央视新闻 @中青网教育 	0
 加油，上热搜吧！我就是山东建筑大学的，真是服了这学校了，形式主义封闭管理毫无意义！赶快解封吧！教职工自由进出也就罢了，留学生难道就对病毒免疫？有天然抗体？？还有教职工带小孩来学校里玩的，甚至还有捡破烂的大爷都能进，这样的封闭管理有什么用？只有大学生用肺呼吸吗？@山东建筑大学校团委@济南胡同济南山东建筑大学学生@小海qzc 吐槽：为什么留学生可以自由进出我们却不行啊？ps:有朋友在外面看到的 ！山建封校留学生可以外出&xe627;济南 by@梦济南 &xe627;济南校园 _	0
 @西华师范大学 @四川观察 @人民日报 留学生是人上人？教育部说反对一刀切，在各高校看来没有禁止，就继续一刀切。中国大学生没有人权吗？上学＝坐牢？@大学声bot 学生吐槽：西华师范大学实行封闭管理 有 西华师范大学 的学生称，学校实行封闭管理，但有学生表示教职工、留学生可以外出。此外，有学生称学校禁止叫外卖，学生在学校里遇到了物价上涨，食堂饭菜有异物等 _ 	0
 【上海大学举行2020年新生开学典礼，1.1万余名新生齐聚校本部体育场】关注静安 9月13日上午，上海大学举行2020年新生开学典礼。来自五洲四海的1.1万余名2020级本科生、研究生和国际留学生新生，身着主题分别为“青春”“追梦”“自强”“卓越”八种颜色的服装，齐聚上海大学校本部体育场，绿茵场化为色彩缤纷的海洋，跃动着青春的活力。在砥砺奋斗中践行青春誓言庄严的升旗仪式之后，现场播放了由十余位院士、专家学者参与拍摄的主题视频《追梦·在上大》。短片由“红色学府_岁月峥嵘”“方兴未艾_薪火相传”“乘势而上_大有可为”三个篇章组成，展现了上海大学的红色基因、改革基因，见证了上大学子在砥砺奋斗中践行青春誓言。上海大学社会学院副院长黄晓春教授作为教师代表发表了题为《在巨变时代成就更好的自己》的发言。他对大学和研究生阶段的学习和生活提出了几点思考：一是要以兴趣推动求知欲，而非在精致的计算中走向平庸。时刻保持对未知世界的无畏探索才能助力实现自身价值，放飞自己的梦想。二是在公共生活中成就更好的自己，而非封闭于自我的世界。“两耳不闻窗外事，一心只读圣贤书”未必是最佳状态，更好的自己并非追求私人生活的极致体验，而是在增进整个社会的普遍福祉的同时不断提升自己，使自己形成更健全的人格，更吸引人的精神气质。三是要以开放精神面对专业学习，而非墨守成规。本专业学习需要深耕，其他领域的知识也需要保持兴趣。借助新的学科知识有助于理解知识体系的互相关联，进一步拓宽研究的视野。展望新学年：奉献社会 追逐梦想 来自湖北黄冈的战疫志愿者、材料科学与工程学院2020级硕博连读博士生新生林文浩，作为研究生新生代表向同学们分享了他对科研生活的思考与感悟。他将自己的心得总结为三点与新生共勉：一是要热爱专业，坚持梦想；二是要扛得住失败，耐得住寂寞；三是要心怀家国，勇担使命。林文浩的专业是冶金工程。“相信大家都坐过高铁，在高铁上就有我们课题组在导师带领下研制的高铁用高强高导铜合金接触线材，使用了我们这种材料，就可以使高铁跑得更快，同时节省国家的能源。”他告诉记者，“目前希望我的基础研究能够为上海城市的发展以及国家的基础设施建设贡献一份力量。”10位来自不同专业的本科生新生作为新生代表参与了互动环节《封再启时》，在档案馆馆长金波教授的见证下，他们分享了自己的大学心愿，他们期待着在大学里与良师益友的思想“碰撞”，在所学领域闯荡出自己的一片天地；希望能积极奉献社会，以毅然不屈的精神追逐明日的梦想；期盼可以在巨人的肩膀上和上大一起共创辉煌。 在这一环节，社区学院的新生姑丽给那将愿望投入心愿箱。她来自新疆喀什，坐了了八个小时飞机来到上海。之所以选择这里，首先因为自己特别喜欢上海，而且上海大学在上海是一所很有名望的学校。姑丽给那说：“进入大学一年级，我会把学业放在第一位，学习更多专业知识，今后准备考研。”本次典礼采用5G无人机室外航拍技术，通过多家媒体平台面向全国进行视频同步直播。张婷是学校研究生融媒体中心微博视频组干事，她主要负责直播、视频拍摄、记录志愿者活动等，她认为志愿服务，可以帮助他人，同时认识更多志同道合的朋友，很有意义。	1
 校领导的思想不错【湖北经济学院无隔断强制男女混住 校领导解释原因：艺术生思想开放】近日，湖北经济学院，学院强制男女混寝，校领导亲口说：因为艺术生思想开放，她们肯定能接受。并且男女寝室之间，没有任何隔断，并且每层楼是公共卫生间。 此外还有大量同学吐槽校园网、课本费等一些事情。目前湖北经济学院还未发表相关解决办法，一切消息以官方通知为准。湖北经济学院强制男女混寝 L阿三印象的微博视频	0
 转发微博@住在11宿的WW 东华大学东华大学 这是新搬来的同学住的留学生宿舍，三人间，进门独浴，独卫，寝室宽敞，独立书桌床铺，还配有冰箱。这住宿费收1200，十，十一宿跟这个比起来收400都多 L不解决宿舍问题东华等着上热搜的微博视频 _ 	0
 网曝东北电力大学疫情防控封校！留学生却能随意出入！逼出无数诗人和才子~O网曝东北电力大学疫情防控封校！留学生却能随意出入！逼出无数诗人和才子~ _	0
